Name,Garment_Name,Experience_Years,Job_Role,Working_Hours_Per_Week,Exposure_To_Chemicals,Machine_Use,Workstation_Ergonomics,Injury_History,Health_Condition,Safety_Training,Shift_Type,Task_Rotation_Frequency,Job_Risk
Rahim Ahmed,Pallmall Group,0,Sewing,51,None,Light,Average,0,Healthy,Basic,Night,Occasional,Low
Nazia Sultana,Pallmall Group,11,Sewing,38,None,Light,Average,0,Minor_Chronic,None,Day,Frequent,Low
Taslima Akter,Pallmall Group,4,Cutting,53,Low,Light,Good,1,Serious_Chronic,Basic,Night,Frequent,High
Rahim Ahmed,Pallmall Group,36,Packaging,61,Low,Light,Poor,0,Healthy,None,Day,Occasional,Medium
Rahim Ahmed,Pallmall Group,31,Sewing,55,Medium,Heavy,Average,1,Healthy,Basic,Day,Occasional,Medium
Taslima Akter,Pallmall Group,8,Cutting,30,Medium,Heavy,Average,0,Healthy,Basic,Day,Frequent,Medium
Taslima Akter,Pallmall Group,40,Sewing,38,High,Heavy,Average,1,Minor_Chronic,Basic,Evening,Rare,Medium
Mushfiqur Rahman,Pallmall Group,34,Packaging,65,None,Light,Average,1,Healthy,Basic,Night,Rare,Medium
Shamina Begum,Pallmall Group,18,Cutting,41,None,Light,Poor,0,Healthy,None,Evening,Frequent,Low
Rasel Hossain,Pallmall Group,15,Packaging,53,None,Light,Average,1,Minor_Chronic,Basic,Night,Frequent,Low
Shamina Begum,Pallmall Group,2,Machine_Maintenance,48,Low,Heavy,Average,1,Serious_Chronic,Basic,Night,Frequent,High
Mariam Noor,Pallmall Group,19,Sewing,66,None,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Mushfiqur Rahman,Pallmall Group,23,Packaging,57,Medium,Light,Average,1,Healthy,Advanced,Evening,Occasional,Medium
Fariha Khan,Pallmall Group,32,Sewing,35,Low,Light,Poor,0,Healthy,None,Day,Frequent,Medium
Mariam Noor,Pallmall Group,23,Machine_Maintenance,47,Medium,Light,Poor,0,Healthy,Basic,Day,Rare,High
Rasel Hossain,Pallmall Group,10,Dyeing,59,High,Light,Average,0,Serious_Chronic,Basic,Day,Occasional,High
Mariam Noor,Pallmall Group,7,Machine_Maintenance,49,None,Light,Poor,2,Healthy,Basic,Day,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,35,Sewing,34,None,Heavy,Good,1,Healthy,Advanced,Evening,Rare,Low
Nazia Sultana,Pallmall Group,37,Sewing,36,Low,Light,Average,0,Minor_Chronic,None,Day,Rare,Low
Rahim Ahmed,Pallmall Group,39,Cutting,28,None,Heavy,Average,1,Healthy,Advanced,Evening,Occasional,Low
Fariha Khan,Pallmall Group,19,Cutting,56,None,Light,Good,0,Minor_Chronic,None,Night,Occasional,Low
Rasel Hossain,Pallmall Group,34,Sewing,35,Low,Heavy,Poor,1,Healthy,Basic,Day,Rare,High
Shahidul Islam,Pallmall Group,24,Cutting,31,None,Light,Good,0,Minor_Chronic,Advanced,Evening,Occasional,Low
Fariha Khan,Pallmall Group,34,Sewing,62,Low,Light,Average,1,Serious_Chronic,Basic,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,24,Cutting,30,Low,None,Good,0,Healthy,Advanced,Day,Occasional,Low
Mushfiqur Rahman,Pallmall Group,28,Packaging,67,None,None,Good,0,Minor_Chronic,None,Evening,Rare,Medium
Rasel Hossain,Pallmall Group,17,Ironing,34,None,Light,Poor,3,Serious_Chronic,Advanced,Day,Occasional,High
Mushfiqur Rahman,Pallmall Group,17,Sewing,54,None,Light,Average,0,Serious_Chronic,Basic,Day,Rare,Low
Taslima Akter,Pallmall Group,1,Cutting,28,Low,Light,Average,0,Healthy,Basic,Day,Rare,Low
Rasel Hossain,Pallmall Group,34,Sewing,54,None,None,Average,0,Healthy,Advanced,Day,Rare,Low
Fariha Khan,Pallmall Group,15,Supervisor,43,Medium,Heavy,Average,0,Healthy,Basic,Day,Occasional,Low
Abdul Latif,Pallmall Group,40,Sewing,65,None,Heavy,Poor,0,Healthy,Basic,Day,Rare,High
Abdul Latif,Pallmall Group,35,Packaging,34,None,Light,Average,0,Healthy,Advanced,Day,Rare,Low
Mushfiqur Rahman,Pallmall Group,32,Supervisor,50,None,Light,Average,1,Healthy,None,Night,Rare,Low
Nazia Sultana,Pallmall Group,3,Packaging,68,None,Heavy,Good,0,Healthy,Basic,Night,Frequent,Medium
Shamina Begum,Pallmall Group,32,Packaging,38,None,Light,Average,0,Healthy,Advanced,Day,Frequent,Low
Nazia Sultana,Pallmall Group,13,Packaging,60,Low,Light,Average,0,Minor_Chronic,Basic,Day,Rare,Low
Shamina Begum,Pallmall Group,20,Supervisor,63,Low,Light,Poor,0,Minor_Chronic,Basic,Day,Rare,High
Fariha Khan,Pallmall Group,19,Dyeing,64,None,Light,Poor,0,Healthy,None,Night,Frequent,High
Nazia Sultana,Pallmall Group,7,Ironing,68,None,Light,Average,0,Healthy,Basic,Day,Rare,Low
Mushfiqur Rahman,Pallmall Group,6,Dyeing,44,Low,Light,Good,2,Minor_Chronic,Basic,Day,Rare,Medium
Abdul Latif,Pallmall Group,2,Ironing,62,Low,Light,Average,2,Healthy,None,Day,Rare,High
Rahim Ahmed,Pallmall Group,16,Dyeing,32,None,None,Average,1,Healthy,Advanced,Evening,Frequent,Low
Rasel Hossain,Pallmall Group,32,Cutting,59,Medium,Heavy,Good,1,Minor_Chronic,Basic,Day,Occasional,High
Rahim Ahmed,Pallmall Group,11,Sewing,30,None,Light,Good,2,Healthy,Advanced,Day,Rare,Medium
Fariha Khan,Pallmall Group,21,Sewing,62,Medium,Light,Poor,0,Minor_Chronic,Advanced,Evening,Rare,High
Shahidul Islam,Pallmall Group,21,Sewing,41,None,Light,Poor,0,Minor_Chronic,Advanced,Evening,Frequent,Low
Shahidul Islam,Pallmall Group,29,Sewing,58,None,Light,Average,2,Healthy,Basic,Evening,Occasional,Medium
Rasel Hossain,Pallmall Group,37,Sewing,58,High,Light,Average,2,Minor_Chronic,Basic,Day,Occasional,High
Rahim Ahmed,Pallmall Group,37,Ironing,44,None,Light,Good,1,Healthy,Basic,Evening,Rare,Low
Shahidul Islam,Pallmall Group,7,Sewing,51,Medium,None,Poor,1,Minor_Chronic,Basic,Day,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,26,Packaging,50,None,Light,Poor,1,Minor_Chronic,Basic,Day,Rare,Medium
Shamina Begum,Pallmall Group,26,Sewing,45,Low,Light,Good,0,Healthy,Advanced,Day,Occasional,Low
Taslima Akter,Pallmall Group,33,Sewing,41,Medium,None,Average,3,Healthy,None,Day,Rare,High
Mushfiqur Rahman,Pallmall Group,20,Packaging,42,None,Heavy,Good,0,Healthy,Basic,Day,Rare,Low
Abdul Latif,Pallmall Group,29,Dyeing,42,Medium,Light,Average,0,Healthy,Basic,Day,Occasional,Medium
Shahidul Islam,Pallmall Group,32,Sewing,33,Low,Light,Average,1,Serious_Chronic,Advanced,Day,Frequent,Medium
Abdul Latif,Pallmall Group,27,Machine_Maintenance,54,Low,Light,Poor,3,Healthy,Advanced,Day,Occasional,High
Mariam Noor,Pallmall Group,32,Machine_Maintenance,42,Low,Light,Poor,1,Healthy,None,Evening,Rare,High
Abdul Latif,Pallmall Group,4,Cutting,63,Medium,Heavy,Average,0,Healthy,Basic,Day,Occasional,High
Abdul Latif,Pallmall Group,18,Cutting,35,None,None,Average,2,Healthy,Advanced,Night,Occasional,Low
Mushfiqur Rahman,Pallmall Group,3,Supervisor,42,None,None,Poor,1,Minor_Chronic,Basic,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,34,Dyeing,30,Medium,Light,Good,0,Healthy,Basic,Day,Occasional,Medium
Taslima Akter,Pallmall Group,16,Ironing,40,Medium,None,Poor,1,Minor_Chronic,None,Day,Rare,High
Shamina Begum,Pallmall Group,27,Packaging,68,None,Light,Average,1,Minor_Chronic,Basic,Evening,Occasional,Low
Rasel Hossain,Pallmall Group,29,Sewing,61,Low,Light,Average,0,Healthy,Basic,Evening,Rare,Low
Rahim Ahmed,Pallmall Group,28,Cutting,51,Low,Light,Good,0,Healthy,Advanced,Night,Frequent,Low
Shahidul Islam,Pallmall Group,5,Sewing,67,None,Heavy,Poor,1,Healthy,Basic,Day,Occasional,High
Nazia Sultana,Pallmall Group,34,Packaging,59,None,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Abdul Latif,Pallmall Group,40,Dyeing,59,Low,Light,Poor,1,Healthy,Basic,Evening,Rare,High
Rahim Ahmed,Pallmall Group,36,Dyeing,57,None,Heavy,Average,0,Serious_Chronic,Basic,Evening,Rare,High
Shamina Begum,Pallmall Group,23,Sewing,40,Medium,Heavy,Average,2,Serious_Chronic,Advanced,Night,Occasional,High
Fariha Khan,Pallmall Group,28,Sewing,28,Medium,Light,Poor,2,Healthy,Advanced,Day,Rare,High
Mariam Noor,Pallmall Group,30,Ironing,61,None,Light,Average,0,Healthy,None,Evening,Frequent,Low
Abdul Latif,Pallmall Group,34,Packaging,42,None,Heavy,Good,1,Healthy,Advanced,Day,Occasional,Low
Abdul Latif,Pallmall Group,32,Ironing,41,None,Light,Good,0,Minor_Chronic,None,Day,Rare,Low
Mariam Noor,Pallmall Group,20,Sewing,56,None,Light,Poor,1,Healthy,Basic,Day,Rare,Low
Mushfiqur Rahman,Pallmall Group,31,Packaging,61,Low,Heavy,Poor,0,Healthy,Advanced,Evening,Occasional,High
Mushfiqur Rahman,Pallmall Group,22,Sewing,45,None,Light,Poor,0,Healthy,None,Evening,Rare,Low
Nazia Sultana,Pallmall Group,32,Supervisor,34,Low,None,Poor,1,Healthy,None,Day,Occasional,Medium
Fariha Khan,Pallmall Group,2,Sewing,56,None,Light,Good,0,Healthy,Basic,Day,Occasional,Low
Mushfiqur Rahman,Pallmall Group,17,Packaging,58,None,Light,Average,0,Healthy,Basic,Day,Rare,Low
Rahim Ahmed,Pallmall Group,24,Sewing,52,None,Heavy,Average,2,Healthy,Basic,Day,Occasional,Medium
Abdul Latif,Pallmall Group,30,Machine_Maintenance,65,None,None,Good,0,Healthy,Basic,Day,Occasional,Medium
Rahim Ahmed,Pallmall Group,2,Ironing,41,None,Heavy,Average,2,Minor_Chronic,Advanced,Day,Frequent,Medium
Nazia Sultana,Pallmall Group,39,Sewing,35,None,Light,Average,1,Healthy,Advanced,Evening,Occasional,Low
Fariha Khan,Pallmall Group,23,Cutting,54,Medium,Light,Average,1,Healthy,Advanced,Day,Occasional,Low
Shamina Begum,Pallmall Group,31,Sewing,29,Medium,None,Average,0,Serious_Chronic,Basic,Day,Rare,Medium
Shamina Begum,Pallmall Group,21,Sewing,44,None,Light,Average,2,Healthy,None,Night,Occasional,Medium
Rasel Hossain,Pallmall Group,22,Machine_Maintenance,64,None,Heavy,Poor,1,Healthy,None,Day,Rare,High
Fariha Khan,Pallmall Group,1,Cutting,41,None,Light,Poor,1,Minor_Chronic,Advanced,Evening,Occasional,Medium
Rasel Hossain,Pallmall Group,26,Packaging,52,None,Light,Poor,0,Healthy,Advanced,Day,Rare,Low
Abdul Latif,Pallmall Group,1,Dyeing,57,None,Light,Poor,0,Healthy,Advanced,Night,Occasional,High
Nazia Sultana,Pallmall Group,25,Packaging,56,None,Heavy,Average,0,Minor_Chronic,Basic,Day,Rare,Low
Rahim Ahmed,Pallmall Group,16,Sewing,47,None,None,Average,0,Minor_Chronic,None,Evening,Occasional,Low
Rahim Ahmed,Pallmall Group,39,Sewing,48,None,Light,Average,0,Healthy,None,Day,Occasional,Low
Nazia Sultana,Pallmall Group,32,Packaging,49,None,Light,Poor,1,Healthy,Basic,Night,Occasional,Medium
Abdul Latif,Pallmall Group,8,Supervisor,62,None,Light,Average,1,Healthy,Basic,Day,Frequent,Low
Rasel Hossain,Pallmall Group,38,Sewing,64,Low,Light,Poor,1,Serious_Chronic,Advanced,Day,Occasional,High
Rasel Hossain,Pallmall Group,28,Sewing,43,None,Light,Average,0,Serious_Chronic,Basic,Day,Rare,Medium
Shamina Begum,Pallmall Group,25,Ironing,44,None,Heavy,Average,0,Healthy,Basic,Night,Occasional,Low
Rasel Hossain,Pallmall Group,34,Supervisor,43,Low,Light,Poor,0,Healthy,Basic,Evening,Occasional,Low
Abdul Latif,Pallmall Group,24,Sewing,29,Medium,Light,Average,1,Healthy,None,Day,Occasional,Medium
Fariha Khan,Pallmall Group,23,Cutting,31,Medium,Light,Average,1,Healthy,Advanced,Day,Frequent,Low
Fariha Khan,Pallmall Group,12,Machine_Maintenance,48,Low,Light,Poor,0,Healthy,Basic,Day,Rare,Medium
Rahim Ahmed,Pallmall Group,6,Sewing,66,None,Heavy,Poor,0,Healthy,None,Day,Frequent,High
Shamina Begum,Pallmall Group,35,Sewing,61,Low,Light,Good,1,Healthy,Basic,Day,Rare,Medium
Rahim Ahmed,Pallmall Group,19,Dyeing,57,Medium,Light,Poor,0,Healthy,Basic,Night,Occasional,High
Mushfiqur Rahman,Pallmall Group,0,Machine_Maintenance,33,None,Light,Good,0,Minor_Chronic,None,Evening,Rare,Medium
Shamina Begum,Pallmall Group,7,Sewing,44,Low,Light,Average,0,Minor_Chronic,Basic,Night,Rare,Medium
Rasel Hossain,Pallmall Group,15,Ironing,66,Medium,Light,Poor,0,Minor_Chronic,Basic,Day,Frequent,Medium
Fariha Khan,Pallmall Group,13,Ironing,52,None,None,Poor,0,Healthy,Basic,Evening,Occasional,Low
Mariam Noor,Pallmall Group,11,Ironing,32,None,None,Average,0,Minor_Chronic,Basic,Day,Frequent,Low
Rahim Ahmed,Pallmall Group,22,Dyeing,32,None,Heavy,Average,0,Minor_Chronic,Basic,Day,Rare,Medium
Abdul Latif,Pallmall Group,14,Ironing,47,None,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Rasel Hossain,Pallmall Group,27,Cutting,43,None,None,Good,1,Healthy,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,33,Ironing,68,Low,Heavy,Good,0,Serious_Chronic,Advanced,Night,Rare,High
Mushfiqur Rahman,Pallmall Group,1,Dyeing,64,Low,None,Poor,0,Healthy,Basic,Day,Rare,High
Mushfiqur Rahman,Pallmall Group,31,Ironing,67,None,Light,Good,0,Healthy,Basic,Night,Rare,Low
Shahidul Islam,Pallmall Group,22,Packaging,36,Medium,Light,Good,0,Healthy,Advanced,Evening,Frequent,Low
Fariha Khan,Pallmall Group,21,Sewing,32,None,None,Good,2,Healthy,Basic,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,24,Packaging,29,None,Light,Average,1,Healthy,None,Day,Occasional,Low
Mariam Noor,Pallmall Group,21,Packaging,36,Medium,None,Average,0,Healthy,Basic,Day,Rare,Low
Shahidul Islam,Pallmall Group,21,Sewing,63,Medium,Heavy,Average,3,Healthy,Advanced,Day,Rare,High
Abdul Latif,Pallmall Group,5,Ironing,49,Low,Light,Average,0,Healthy,Advanced,Evening,Occasional,Low
Mushfiqur Rahman,Pallmall Group,14,Cutting,49,Medium,None,Good,0,Minor_Chronic,Advanced,Night,Frequent,Medium
Shahidul Islam,Pallmall Group,36,Sewing,49,Low,Light,Poor,1,Serious_Chronic,Basic,Day,Occasional,High
Shahidul Islam,Pallmall Group,32,Cutting,61,Medium,Light,Poor,1,Healthy,Advanced,Night,Occasional,High
Mariam Noor,Pallmall Group,7,Sewing,56,None,Light,Good,0,Healthy,None,Day,Occasional,Low
Mariam Noor,Pallmall Group,4,Sewing,65,Low,Light,Poor,1,Healthy,Basic,Day,Frequent,Medium
Fariha Khan,Pallmall Group,38,Packaging,60,High,Light,Good,0,Healthy,Advanced,Day,Occasional,Low
Abdul Latif,Pallmall Group,3,Sewing,45,Low,Heavy,Average,1,Serious_Chronic,Basic,Day,Frequent,High
Mushfiqur Rahman,Pallmall Group,5,Packaging,34,None,Light,Poor,0,Healthy,None,Day,Rare,High
Mushfiqur Rahman,Pallmall Group,31,Ironing,28,Low,Light,Average,4,Healthy,Basic,Day,Occasional,Medium
Shamina Begum,Pallmall Group,29,Machine_Maintenance,60,Low,Heavy,Average,1,Healthy,Advanced,Day,Occasional,High
Mariam Noor,Pallmall Group,34,Dyeing,28,None,Light,Average,1,Healthy,None,Day,Occasional,Low
Abdul Latif,Pallmall Group,39,Sewing,51,High,Heavy,Good,0,Healthy,Basic,Day,Occasional,Medium
Abdul Latif,Pallmall Group,15,Packaging,31,None,Heavy,Good,0,Healthy,None,Day,Rare,Medium
Abdul Latif,Pallmall Group,12,Sewing,31,None,Light,Average,0,Minor_Chronic,Basic,Day,Rare,Low
Mushfiqur Rahman,Pallmall Group,29,Ironing,45,Medium,Heavy,Poor,1,Healthy,Advanced,Evening,Frequent,High
Mushfiqur Rahman,Pallmall Group,18,Machine_Maintenance,54,None,Light,Good,1,Healthy,Basic,Night,Rare,Low
Rasel Hossain,Pallmall Group,16,Sewing,59,None,Light,Average,0,Healthy,None,Day,Frequent,Low
Taslima Akter,Pallmall Group,18,Cutting,60,Low,Heavy,Poor,1,Healthy,Basic,Day,Occasional,High
Shahidul Islam,Pallmall Group,27,Packaging,55,Low,Light,Good,0,Healthy,Basic,Evening,Occasional,Low
Taslima Akter,Pallmall Group,25,Machine_Maintenance,68,None,Light,Good,0,Healthy,Basic,Day,Frequent,Medium
Rasel Hossain,Pallmall Group,36,Packaging,63,High,None,Average,3,Minor_Chronic,Basic,Evening,Occasional,High
Shamina Begum,Pallmall Group,25,Sewing,33,Low,Heavy,Average,0,Healthy,Advanced,Day,Occasional,Low
Taslima Akter,Pallmall Group,22,Packaging,43,Low,Heavy,Average,0,Healthy,Basic,Day,Rare,Low
Shahidul Islam,Pallmall Group,8,Sewing,61,Low,Light,Average,0,Healthy,Basic,Day,Frequent,Medium
Nazia Sultana,Pallmall Group,11,Packaging,50,Low,Heavy,Good,0,Healthy,Basic,Day,Occasional,Low
Rasel Hossain,Pallmall Group,0,Supervisor,51,None,Light,Good,0,Healthy,Basic,Evening,Occasional,Low
Mushfiqur Rahman,Pallmall Group,0,Packaging,40,None,Light,Average,0,Healthy,None,Day,Occasional,Medium
Shahidul Islam,Pallmall Group,33,Packaging,45,Low,Light,Average,1,Healthy,Basic,Night,Rare,Medium
Rahim Ahmed,Pallmall Group,31,Sewing,40,Medium,Heavy,Good,2,Healthy,Advanced,Day,Frequent,High
Mariam Noor,Pallmall Group,24,Packaging,64,None,Light,Poor,2,Healthy,Basic,Night,Rare,High
Shahidul Islam,Pallmall Group,39,Packaging,66,Low,None,Poor,0,Healthy,Basic,Day,Rare,Medium
Taslima Akter,Pallmall Group,0,Sewing,44,Medium,Heavy,Good,0,Healthy,None,Day,Rare,High
Rahim Ahmed,Pallmall Group,15,Machine_Maintenance,42,None,Heavy,Poor,0,Healthy,Basic,Evening,Rare,High
Taslima Akter,Pallmall Group,38,Sewing,45,None,Light,Poor,3,Healthy,Basic,Day,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,4,Dyeing,50,None,Light,Poor,1,Healthy,Basic,Night,Rare,High
Nazia Sultana,Pallmall Group,21,Packaging,57,Low,Heavy,Average,1,Healthy,Basic,Day,Rare,High
Shahidul Islam,Pallmall Group,28,Dyeing,61,None,Heavy,Poor,0,Healthy,None,Evening,Rare,High
Mushfiqur Rahman,Pallmall Group,2,Sewing,31,None,Light,Average,0,Healthy,Advanced,Day,Occasional,Low
Mushfiqur Rahman,Pallmall Group,11,Dyeing,30,Low,Heavy,Good,1,Minor_Chronic,Basic,Evening,Occasional,Medium
Abdul Latif,Pallmall Group,25,Ironing,34,Low,Heavy,Average,0,Serious_Chronic,Basic,Evening,Occasional,Medium
Mariam Noor,Pallmall Group,15,Machine_Maintenance,45,None,Heavy,Average,2,Healthy,Advanced,Evening,Occasional,High
Fariha Khan,Pallmall Group,36,Cutting,34,None,Heavy,Poor,1,Healthy,None,Day,Occasional,High
Shahidul Islam,Pallmall Group,21,Cutting,67,Medium,Light,Average,0,Healthy,Basic,Night,Rare,Medium
Fariha Khan,Pallmall Group,28,Packaging,33,High,Light,Average,0,Healthy,Basic,Night,Frequent,Low
Rasel Hossain,Pallmall Group,13,Cutting,49,Medium,Light,Average,0,Healthy,Basic,Night,Rare,Low
Mariam Noor,Pallmall Group,27,Dyeing,28,Low,Light,Poor,0,Minor_Chronic,Basic,Evening,Rare,Medium
Taslima Akter,Pallmall Group,4,Dyeing,31,None,Heavy,Average,1,Healthy,Basic,Day,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,29,Machine_Maintenance,56,None,Heavy,Good,1,Serious_Chronic,None,Day,Occasional,High
Taslima Akter,Pallmall Group,4,Dyeing,48,None,Light,Average,0,Healthy,Basic,Night,Frequent,Medium
Nazia Sultana,Pallmall Group,11,Ironing,53,None,Light,Average,0,Healthy,Basic,Night,Rare,Low
Rahim Ahmed,Pallmall Group,15,Sewing,41,Low,Light,Average,1,Minor_Chronic,Basic,Day,Occasional,Low
Nazia Sultana,Pallmall Group,25,Sewing,36,None,Light,Average,1,Serious_Chronic,Advanced,Day,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,25,Sewing,39,None,Light,Average,0,Minor_Chronic,Advanced,Night,Rare,Low
Fariha Khan,Pallmall Group,20,Sewing,33,High,None,Poor,1,Minor_Chronic,Basic,Day,Rare,Medium
Fariha Khan,Pallmall Group,38,Dyeing,47,None,Light,Average,2,Healthy,Basic,Day,Occasional,Low
Nazia Sultana,Pallmall Group,35,Packaging,51,None,None,Good,0,Healthy,None,Night,Rare,Low
Mariam Noor,Pallmall Group,32,Ironing,54,None,None,Average,1,Healthy,Advanced,Night,Rare,Medium
Fariha Khan,Pallmall Group,29,Packaging,65,Low,Heavy,Average,0,Healthy,Advanced,Night,Rare,High
Taslima Akter,Pallmall Group,36,Supervisor,35,Low,Light,Poor,1,Serious_Chronic,None,Day,Rare,High
Rasel Hossain,Pallmall Group,22,Packaging,28,None,Light,Average,0,Minor_Chronic,Basic,Day,Rare,Low
Nazia Sultana,Pallmall Group,9,Packaging,51,Low,None,Good,1,Minor_Chronic,Advanced,Evening,Rare,Low
Shamina Begum,Pallmall Group,4,Ironing,34,Medium,None,Average,3,Healthy,Basic,Day,Rare,High
Shamina Begum,Pallmall Group,35,Cutting,46,Medium,Heavy,Average,0,Healthy,Basic,Day,Frequent,Medium
Rahim Ahmed,Pallmall Group,33,Sewing,49,High,Light,Poor,1,Minor_Chronic,Basic,Night,Rare,High
Rasel Hossain,Pallmall Group,30,Cutting,62,Medium,Heavy,Average,0,Healthy,Basic,Night,Occasional,High
Mariam Noor,Pallmall Group,9,Machine_Maintenance,57,Low,Light,Average,0,Healthy,None,Day,Frequent,High
Shahidul Islam,Pallmall Group,18,Packaging,56,None,Light,Good,2,Healthy,Basic,Day,Frequent,Low
Taslima Akter,Pallmall Group,31,Sewing,49,None,Light,Average,0,Healthy,Basic,Day,Rare,Low
Taslima Akter,Pallmall Group,0,Ironing,38,None,Light,Average,0,Serious_Chronic,Advanced,Day,Rare,Medium
Shamina Begum,Pallmall Group,4,Packaging,47,Low,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,3,Sewing,56,Medium,Heavy,Average,1,Healthy,Basic,Day,Frequent,Medium
Fariha Khan,Pallmall Group,15,Cutting,68,Low,Light,Good,0,Healthy,Basic,Day,Rare,Medium
Nazia Sultana,Pallmall Group,23,Packaging,61,None,Light,Poor,0,Healthy,None,Night,Occasional,Medium
Nazia Sultana,Pallmall Group,15,Cutting,28,Low,Heavy,Average,2,Healthy,Advanced,Day,Frequent,Medium
Taslima Akter,Pallmall Group,1,Sewing,58,High,Heavy,Average,0,Healthy,Advanced,Evening,Occasional,High
Abdul Latif,Pallmall Group,27,Ironing,57,Low,Light,Average,0,Serious_Chronic,Basic,Evening,Occasional,Medium
Shamina Begum,Pallmall Group,31,Packaging,45,Medium,Light,Poor,0,Minor_Chronic,Basic,Evening,Occasional,Low
Nazia Sultana,Pallmall Group,26,Dyeing,44,Medium,Light,Average,0,Healthy,Basic,Night,Rare,High
Shahidul Islam,Pallmall Group,19,Sewing,65,High,Light,Average,0,Healthy,Basic,Evening,Occasional,Medium
Shamina Begum,Pallmall Group,23,Cutting,41,Medium,Heavy,Good,0,Healthy,None,Night,Occasional,Medium
Rasel Hossain,Pallmall Group,11,Ironing,50,Low,Light,Poor,0,Minor_Chronic,Basic,Day,Occasional,Medium
Rasel Hossain,Pallmall Group,34,Dyeing,52,None,None,Good,0,Healthy,Advanced,Evening,Frequent,Low
Rahim Ahmed,Pallmall Group,32,Packaging,42,None,Heavy,Poor,0,Healthy,Basic,Day,Occasional,Medium
Abdul Latif,Pallmall Group,32,Sewing,49,Low,Heavy,Poor,3,Healthy,Basic,Night,Rare,High
Shahidul Islam,Pallmall Group,36,Machine_Maintenance,30,None,None,Poor,0,Healthy,None,Day,Occasional,Medium
Shamina Begum,Pallmall Group,11,Sewing,46,High,Heavy,Good,1,Healthy,None,Day,Occasional,High
Fariha Khan,Pallmall Group,2,Cutting,61,None,Light,Poor,1,Minor_Chronic,Basic,Evening,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,0,Sewing,62,Medium,Light,Average,3,Serious_Chronic,Basic,Day,Occasional,High
Rasel Hossain,Pallmall Group,32,Cutting,28,None,Heavy,Average,0,Healthy,Advanced,Evening,Occasional,Low
Rasel Hossain,Pallmall Group,39,Ironing,48,None,Light,Good,0,Healthy,Basic,Night,Occasional,Low
Rasel Hossain,Pallmall Group,9,Ironing,56,High,None,Good,0,Healthy,Basic,Night,Occasional,Low
